table,field_name,dtype_or_storage_type,non_null_count,missing_count,semantic_role,unit,time_grain,allowed_transforms,missingness_rule,join_key_role,claim_use,verified_status
2018 load curve,hainan,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Hainan,China provincial hourly benchmark context,observed_in_sheet_header:Hainan|海南
2018 load curve,hebei,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Hebei,China provincial hourly benchmark context,observed_in_sheet_header:Hebei|河北
2018 load curve,henan,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Henan,China provincial hourly benchmark context,observed_in_sheet_header:Henan|河南
2018 load curve,heilongjiang,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Heilongjiang,China provincial hourly benchmark context,observed_in_sheet_header:Heilongjiang|黑龙江
2018 load curve,hunan,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Hunan,China provincial hourly benchmark context,observed_in_sheet_header:Hunan|湖南
2018 load curve,hubei,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Hubei,China provincial hourly benchmark context,observed_in_sheet_header:Hubei|湖北
2018 load curve,jilin,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Jilin,China provincial hourly benchmark context,observed_in_sheet_header:Jilin|吉林
2018 load curve,jiangsu,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Jiangsu,China provincial hourly benchmark context,observed_in_sheet_header:Jiangsu|江苏
2018 load curve,jiangxi,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Jiangxi,China provincial hourly benchmark context,observed_in_sheet_header:Jiangxi|江西
2018 load curve,liaoning,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Liaoning,China provincial hourly benchmark context,observed_in_sheet_header:Liaoning|辽宁
2018 load curve,inner_mongolia,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Inner Mongolia,China provincial hourly benchmark context,observed_in_sheet_header:Inner Mongolia|内蒙古
2018 load curve,ningxia,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Ningxia,China provincial hourly benchmark context,observed_in_sheet_header:Ningxia|宁夏
2018 load curve,qinghai,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Qinghai,China provincial hourly benchmark context,observed_in_sheet_header:Qinghai|青海
2018 load curve,shaanxi,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Shaanxi,China provincial hourly benchmark context,observed_in_sheet_header:Shaanxi|陕西
2018 load curve,sichuan,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Sichuan,China provincial hourly benchmark context,observed_in_sheet_header:Sichuan|四川
2018 load curve,shandong,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Shandong,China provincial hourly benchmark context,observed_in_sheet_header:Shandong|山东
2018 load curve,shanghai,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Shanghai,China provincial hourly benchmark context,observed_in_sheet_header:Shanghai|上海
2018 load curve,shanxi,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Shanxi,China provincial hourly benchmark context,observed_in_sheet_header:Shanxi|山西
2018 load curve,tianjin,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Tianjin,China provincial hourly benchmark context,observed_in_sheet_header:Tianjin|天津
2018 load curve,xinjiang,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Xinjiang,China provincial hourly benchmark context,observed_in_sheet_header:Xinjiang|新疆
2018 load curve,tibet,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Tibet,China provincial hourly benchmark context,observed_in_sheet_header:Tibet|西藏
2018 load curve,yunnan,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Yunnan,China provincial hourly benchmark context,observed_in_sheet_header:Yunnan|云南
2018 load curve,zhejiang,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Zhejiang,China provincial hourly benchmark context,observed_in_sheet_header:Zhejiang|浙江
2019 load curve,timestamp,datetime64[ns],8760,0,hourly_timestamp,datetime_local_as_provided,hourly,hourly_coverage_audit|daily_peak|annual_sum|load_shape_summary,timestamps must remain explicit; do not invent missing hours,year_specific_time_index,China provincial hourly benchmark context,observed_in_sheet_header:Unit: GWh
2019 load curve,anhui,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Anhui,China provincial hourly benchmark context,observed_in_sheet_header:Anhui|安徽
2019 load curve,beijing,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Beijing,China provincial hourly benchmark context,observed_in_sheet_header:Beijing|北京
2019 load curve,chongqing,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Chongqing,China provincial hourly benchmark context,observed_in_sheet_header:Chongqing|重庆
2019 load curve,fujian,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Fujian,China provincial hourly benchmark context,observed_in_sheet_header:Fujian|福建
2019 load curve,guangdong,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Guangdong,China provincial hourly benchmark context,observed_in_sheet_header:Guangdong|广东
2019 load curve,gansu,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Gansu,China provincial hourly benchmark context,observed_in_sheet_header:Gansu|甘肃
2019 load curve,guangxi,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Guangxi,China provincial hourly benchmark context,observed_in_sheet_header:Guangxi|广西
2019 load curve,guizhou,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Guizhou,China provincial hourly benchmark context,observed_in_sheet_header:Guizhou|贵州
2019 load curve,hainan,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Hainan,China provincial hourly benchmark context,observed_in_sheet_header:Hainan|海南
2019 load curve,hebei,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Hebei,China provincial hourly benchmark context,observed_in_sheet_header:Hebei|河北
2019 load curve,henan,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Henan,China provincial hourly benchmark context,observed_in_sheet_header:Henan|河南
2019 load curve,heilongjiang,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Heilongjiang,China provincial hourly benchmark context,observed_in_sheet_header:Heilongjiang|黑龙江
2019 load curve,hunan,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Hunan,China provincial hourly benchmark context,observed_in_sheet_header:Hunan|湖南
2019 load curve,hubei,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Hubei,China provincial hourly benchmark context,observed_in_sheet_header:Hubei|湖北
2019 load curve,jilin,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Jilin,China provincial hourly benchmark context,observed_in_sheet_header:Jilin|吉林
2019 load curve,jiangsu,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Jiangsu,China provincial hourly benchmark context,observed_in_sheet_header:Jiangsu|江苏
2019 load curve,jiangxi,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Jiangxi,China provincial hourly benchmark context,observed_in_sheet_header:Jiangxi|江西
2019 load curve,liaoning,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Liaoning,China provincial hourly benchmark context,observed_in_sheet_header:Liaoning|辽宁
2019 load curve,inner_mongolia,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Inner Mongolia,China provincial hourly benchmark context,observed_in_sheet_header:Inner Mongolia|内蒙古
2019 load curve,ningxia,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Ningxia,China provincial hourly benchmark context,observed_in_sheet_header:Ningxia|宁夏
2019 load curve,qinghai,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Qinghai,China provincial hourly benchmark context,observed_in_sheet_header:Qinghai|青海
2019 load curve,shaanxi,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Shaanxi,China provincial hourly benchmark context,observed_in_sheet_header:Shaanxi|陕西
2019 load curve,sichuan,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Sichuan,China provincial hourly benchmark context,observed_in_sheet_header:Sichuan|四川
2019 load curve,shandong,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Shandong,China provincial hourly benchmark context,observed_in_sheet_header:Shandong|山东
2019 load curve,shanghai,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Shanghai,China provincial hourly benchmark context,observed_in_sheet_header:Shanghai|上海
2019 load curve,shanxi,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Shanxi,China provincial hourly benchmark context,observed_in_sheet_header:Shanxi|山西
2019 load curve,tianjin,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Tianjin,China provincial hourly benchmark context,observed_in_sheet_header:Tianjin|天津
2019 load curve,xinjiang,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Xinjiang,China provincial hourly benchmark context,observed_in_sheet_header:Xinjiang|新疆
2019 load curve,tibet,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Tibet,China provincial hourly benchmark context,observed_in_sheet_header:Tibet|西藏
2019 load curve,yunnan,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Yunnan,China provincial hourly benchmark context,observed_in_sheet_header:Yunnan|云南
2019 load curve,zhejiang,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Zhejiang,China provincial hourly benchmark context,observed_in_sheet_header:Zhejiang|浙江
2020 load curve,timestamp,datetime64[ns],8784,0,hourly_timestamp,datetime_local_as_provided,hourly,hourly_coverage_audit|daily_peak|annual_sum|load_shape_summary,timestamps must remain explicit; do not invent missing hours,year_specific_time_index,China provincial hourly benchmark context,observed_in_sheet_header:Unit: GWh
2020 load curve,anhui,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Anhui,China provincial hourly benchmark context,observed_in_sheet_header:Anhui|安徽
2020 load curve,beijing,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Beijing,China provincial hourly benchmark context,observed_in_sheet_header:Beijing|北京
2020 load curve,chongqing,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Chongqing,China provincial hourly benchmark context,observed_in_sheet_header:Chongqing|重庆
2020 load curve,fujian,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Fujian,China provincial hourly benchmark context,observed_in_sheet_header:Fujian|福建
2020 load curve,guangdong,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Guangdong,China provincial hourly benchmark context,observed_in_sheet_header:Guangdong|广东
2020 load curve,gansu,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Gansu,China provincial hourly benchmark context,observed_in_sheet_header:Gansu|甘肃
2020 load curve,guangxi,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Guangxi,China provincial hourly benchmark context,observed_in_sheet_header:Guangxi|广西
2020 load curve,guizhou,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Guizhou,China provincial hourly benchmark context,observed_in_sheet_header:Guizhou|贵州
2020 load curve,hainan,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Hainan,China provincial hourly benchmark context,observed_in_sheet_header:Hainan|海南
2020 load curve,hebei,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Hebei,China provincial hourly benchmark context,observed_in_sheet_header:Hebei|河北
2020 load curve,henan,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Henan,China provincial hourly benchmark context,observed_in_sheet_header:Henan|河南
2020 load curve,heilongjiang,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Heilongjiang,China provincial hourly benchmark context,observed_in_sheet_header:Heilongjiang|黑龙江
2020 load curve,hunan,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Hunan,China provincial hourly benchmark context,observed_in_sheet_header:Hunan|湖南
2020 load curve,hubei,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Hubei,China provincial hourly benchmark context,observed_in_sheet_header:Hubei|湖北
2020 load curve,jilin,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Jilin,China provincial hourly benchmark context,observed_in_sheet_header:Jilin|吉林
2020 load curve,jiangsu,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Jiangsu,China provincial hourly benchmark context,observed_in_sheet_header:Jiangsu|江苏
2020 load curve,jiangxi,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Jiangxi,China provincial hourly benchmark context,observed_in_sheet_header:Jiangxi|江西
2020 load curve,liaoning,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Liaoning,China provincial hourly benchmark context,observed_in_sheet_header:Liaoning|辽宁
2020 load curve,inner_mongolia,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Inner Mongolia,China provincial hourly benchmark context,observed_in_sheet_header:Inner Mongolia|内蒙古
2020 load curve,ningxia,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Ningxia,China provincial hourly benchmark context,observed_in_sheet_header:Ningxia|宁夏
2020 load curve,qinghai,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Qinghai,China provincial hourly benchmark context,observed_in_sheet_header:Qinghai|青海
2020 load curve,shaanxi,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Shaanxi,China provincial hourly benchmark context,observed_in_sheet_header:Shaanxi|陕西
2020 load curve,sichuan,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Sichuan,China provincial hourly benchmark context,observed_in_sheet_header:Sichuan|四川
2020 load curve,shandong,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Shandong,China provincial hourly benchmark context,observed_in_sheet_header:Shandong|山东
2020 load curve,shanghai,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Shanghai,China provincial hourly benchmark context,observed_in_sheet_header:Shanghai|上海
2020 load curve,shanxi,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Shanxi,China provincial hourly benchmark context,observed_in_sheet_header:Shanxi|山西
2020 load curve,tianjin,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Tianjin,China provincial hourly benchmark context,observed_in_sheet_header:Tianjin|天津
2020 load curve,xinjiang,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Xinjiang,China provincial hourly benchmark context,observed_in_sheet_header:Xinjiang|新疆
2020 load curve,tibet,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Tibet,China provincial hourly benchmark context,observed_in_sheet_header:Tibet|西藏
2020 load curve,yunnan,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Yunnan,China provincial hourly benchmark context,observed_in_sheet_header:Yunnan|云南
2020 load curve,zhejiang,float64,8784,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Zhejiang,China provincial hourly benchmark context,observed_in_sheet_header:Zhejiang|浙江
2021 load curve,timestamp,datetime64[ns],8760,0,hourly_timestamp,datetime_local_as_provided,hourly,hourly_coverage_audit|daily_peak|annual_sum|load_shape_summary,timestamps must remain explicit; do not invent missing hours,year_specific_time_index,China provincial hourly benchmark context,observed_in_sheet_header:Unit: GWh
2021 load curve,anhui,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Anhui,China provincial hourly benchmark context,observed_in_sheet_header:Anhui|安徽
2021 load curve,beijing,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Beijing,China provincial hourly benchmark context,observed_in_sheet_header:Beijing|北京
2021 load curve,chongqing,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Chongqing,China provincial hourly benchmark context,observed_in_sheet_header:Chongqing|重庆
2021 load curve,fujian,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Fujian,China provincial hourly benchmark context,observed_in_sheet_header:Fujian|福建
2021 load curve,guangdong,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Guangdong,China provincial hourly benchmark context,observed_in_sheet_header:Guangdong|广东
2021 load curve,gansu,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Gansu,China provincial hourly benchmark context,observed_in_sheet_header:Gansu|甘肃
2021 load curve,guangxi,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Guangxi,China provincial hourly benchmark context,observed_in_sheet_header:Guangxi|广西
2021 load curve,guizhou,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Guizhou,China provincial hourly benchmark context,observed_in_sheet_header:Guizhou|贵州
2021 load curve,hainan,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Hainan,China provincial hourly benchmark context,observed_in_sheet_header:Hainan|海南
2021 load curve,hebei,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Hebei,China provincial hourly benchmark context,observed_in_sheet_header:Hebei|河北
2021 load curve,henan,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Henan,China provincial hourly benchmark context,observed_in_sheet_header:Henan|河南
2021 load curve,heilongjiang,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Heilongjiang,China provincial hourly benchmark context,observed_in_sheet_header:Heilongjiang|黑龙江
2021 load curve,hunan,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Hunan,China provincial hourly benchmark context,observed_in_sheet_header:Hunan|湖南
2021 load curve,hubei,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Hubei,China provincial hourly benchmark context,observed_in_sheet_header:Hubei|湖北
2021 load curve,jilin,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Jilin,China provincial hourly benchmark context,observed_in_sheet_header:Jilin|吉林
2021 load curve,jiangsu,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Jiangsu,China provincial hourly benchmark context,observed_in_sheet_header:Jiangsu|江苏
2021 load curve,jiangxi,float64,8760,0,province_hourly_total_load,GWh,hourly,annual_sum|peak_hour|shape_normalization|province_rank_summary,do not fill missing hourly provincial loads without explicit audit,province_name_std=Jiangxi,China provincial hourly benchmark context,observed_in_sheet_header:Jiangxi|江西
