facility_id,provider,operator,iso3,city_or_region,latitude,longitude,capacity_value,capacity_unit,facility_status,ai_relevance_flag,source_id
dc_seed_group_v2:002075,,Amazon,CAN,,45.6236915,-73.3813012,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:002152,,,CAN,,50.2876735,-107.8258431,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:002153,,,CAN,,50.2847488,-107.8023688,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:002172,,,CAN,,43.0834925,-79.0029405,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:002173,,,CAN,,43.083258,-79.003061,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:002174,,,CAN,,43.0830315,-79.003982,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:002193,,eStruxture Data Centers Inc.,CAN,,44.337608,-79.670164,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:002230,,"Equinix, Inc.",CAN,,49.824978,-97.178151,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:002425,,ICT CANADA,CAN,,43.48164,-80.540546,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:002430,,Whipcord Edge Data Centers Inc.,CAN,,49.73586,-112.799996,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:002529,,Carrier Connect Systems Ltd.,CAN,,49.284512,-123.111602,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:002544,,ZoneTech Networks Inc.,CAN,,45.369574,-71.857441,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:002635,,PureColo Inc.,CAN,,49.287644,-123.115345,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:002762,,"Cologix, Inc.",CAN,,45.879297,-72.546059,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:002763,,"Cologix, Inc.",CAN,,45.565528,-73.47536,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:002768,,"Cologix, Inc.",CAN,,43.641667,-79.412275,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:002769,,"Cologix, Inc.",CAN,,49.283527,-123.108702,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:002923,,EXA Infrastructure,CAN,,43.644825,-79.388891,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003203,,Whipcord Edge Data Centers Inc.,CAN,,43.612495,-79.515319,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003209,,eStruxture Data Centers Inc.,CAN,,45.44577,-73.869447,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003210,,eStruxture Data Centers Inc.,CAN,,45.502357,-73.565488,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003211,,eStruxture Data Centers Inc.,CAN,,43.644639,-79.384228,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003212,,eStruxture Data Centers Inc.,CAN,,43.64743,-79.384055,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003213,,eStruxture Data Centers Inc.,CAN,,43.601368,-79.53699,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003214,,eStruxture Data Centers Inc.,CAN,,43.820682,-79.23974,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003362,,"Cologix, Inc.",CAN,,49.284697,-123.111935,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003492,,Innovation Saskatchewan,CAN,,52.142492,-106.625086,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003504,,Datahive,CAN,,51.047284,-114.080105,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003547,,University of Winnipeg,CAN,,49.889504,-97.157071,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003612,,Leaseweb Canada,CAN,,45.467948,-73.538001,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003633,,Halton Datacenter Inc.,CAN,,43.543149,-79.880871,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003638,,"Equinix, Inc.",CAN,,45.411764,-74.050381,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003697,,Enovum Datacenters,CAN,,45.508602,-73.635071,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003732,,eStruxture Data Centers Inc.,CAN,,51.201442,-113.93294,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003749,,University of Winnipeg,CAN,,49.892143,-97.153686,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003755,,Hut 8 HPC,CAN,,43.798468,-79.529694,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003767,,"Cologix, Inc.",CAN,,45.493361,-73.574941,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003768,,"Cologix, Inc.",CAN,,49.284697,-123.111935,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003769,,Hut 8 HPC,CAN,,43.638787,-79.608894,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003771,,Hut 8 HPC,CAN,,49.8856,-119.441661,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003786,,University of Calgary,CAN,,51.075546,-114.129754,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003823,,Digital Realty,CAN,,43.644673,-79.384128,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003889,,Smartdc,CAN,,45.541721,-73.56475,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003893,,Halton Datacenter Inc.,CAN,,43.543149,-79.880871,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003932,,SPYR Network Ltd.,CAN,,50.447455,-104.609743,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:003995,,PureColo Inc.,CAN,,45.34067,-75.690384,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004001,,"Cologix, Inc.",CAN,,45.466944,-73.541312,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004072,,The Exchange Group,CAN,,49.896522,-97.136601,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004154,,Cube Global Storage,CAN,,48.48102,-123.394876,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004256,,EXA Infrastructure,CAN,,44.561793,-63.561509,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004260,,Provision Data Systems Inc.,CAN,,49.881135,-119.461106,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004282,,E-Solutions,CAN,,43.499734,-80.535108,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004285,,Enovum Datacenters,CAN,,45.459429,-73.832222,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004332,,Polaris Realty,CAN,,49.284697,-123.111935,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004379,,Provision Data Systems Inc.,CAN,,49.881534,-119.461626,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004404,,"Cologix, Inc.",CAN,,51.047276,-114.080824,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004411,,"Cogent Communications, Inc.",CAN,,43.593716,-79.638106,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004412,,Qu Datacentres,CAN,,45.336188,-75.797212,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004454,,Rogers Data Centres Inc.,CAN,,51.055773,-113.990293,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004460,,Setman Group,CAN,,43.451595,-80.489149,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004535,,"Cologix, Inc.",CAN,,49.286981,-123.119579,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004566,,"Cologix, Inc.",CAN,,45.497188,-73.570471,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004567,,"Cologix, Inc.",CAN,,45.50234,-73.567788,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004580,,"Cologix, Inc.",CAN,,45.50255,-73.567217,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004581,,Wolfpaw Data Centres,CAN,,53.541405,-113.492601,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004666,,O-NET,CAN,,51.790478,-114.112421,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004669,,Cronomagic,CAN,,45.508927,-73.66144,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004707,,Havard Management,CAN,,49.895732,-97.139307,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004729,,Root Data Center,CAN,,45.438899,-73.6437,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004732,,Telehouse - Global Data Centers,CAN,,43.644748,-79.388702,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004758,,Rack and Data,CAN,,43.423568,-80.473773,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004760,,Manitoba Hydro Telecom,CAN,,49.892296,-97.146307,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004802,,"Cologix, Inc.",CAN,,43.641667,-79.412275,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004813,,Managed Network Systems Inc.,CAN,,42.306627,-83.030265,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004817,,The City of Calgary,CAN,,51.04551,-114.056326,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004824,,"Openface Internet Inc., Colocation Operations Div.",CAN,,45.508948,-73.572188,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004949,,LES.NET (1996) INC,CAN,,49.893607,-97.14294,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004962,,"Cologix, Inc.",CAN,,45.598912,-73.569615,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:004984,,Hamilton Community Enterprises,CAN,,43.260695,-79.873226,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005057,,Neutral Data Centers Corp.,CAN,,43.644632,-79.384228,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005080,,"Equinix, Inc.",CAN,,50.976971,-113.956677,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005081,,eStruxture Data Centers Inc.,CAN,,50.992102,-113.955766,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005124,,Amanah Tech Inc.,CAN,,43.64272,-79.374125,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005142,,Lumen Technologies Inc,CAN,,43.727326,-79.332708,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005220,,"Fibre Centre, Ltd.",CAN,,46.084345,-64.811639,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005272,,Telehouse - Global Data Centers,CAN,,43.644672,-79.384128,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005367,,Saskatoon Internet Exchange Inc,CAN,,52.142463,-106.625014,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005452,,Canada15Edge Data Centers,CAN,,43.613146,-79.51565,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005457,,EBOX,CAN,,45.522757,-73.520564,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005499,,,CAN,,51.04716,-114.063506,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005573,,Netflash Internet Solutions,CAN,,43.468542,-80.452487,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005633,,eStruxture Data Centers Inc.,CAN,,45.457686,-73.632047,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005634,,eStruxture Data Centers Inc.,CAN,,45.56699,-73.426622,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005637,,CentriLogic,CAN,,43.646226,-79.382514,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005638,,CentriLogic,CAN,,43.628325,-79.669945,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005639,,CentriLogic,CAN,,43.689049,-79.67696,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005641,,CentriLogic,CAN,,43.596376,-79.636878,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005699,,Colliers International,CAN,,53.540593,-113.508986,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005703,,Serverfarm,CAN,,43.729334,-79.527035,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005736,,PureColo Inc.,CAN,,45.340247,-75.910181,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005778,,Hibernia Atlantic,CAN,,44.561793,-63.561509,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005782,,eStruxture Data Centers Inc.,CAN,,49.264902,-123.103739,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005812,,Rogers Data Centres Inc.,CAN,,51.303458,-113.982966,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005821,,Bell Canada (formally Group Telecom),CAN,,43.644672,-79.384128,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005858,,PureColo Inc.,CAN,,45.271917,-66.062245,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005898,,NetAccess Systems Inc,CAN,,43.256675,-79.870104,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005906,,eStruxture Data Centers Inc.,CAN,,49.284697,-123.111935,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:005964,,LES.NET (1996) INC,CAN,,49.893904,-97.14578,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006126,,Telehouse - Global Data Centers,CAN,,43.641667,-79.412275,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006223,,Agilis Networks,CAN,,46.481714,-81.006428,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006241,,Root Data Center,CAN,,45.424138,-73.913932,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006256,,EXA Infrastructure,CAN,,44.655879,-63.625857,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006259,,Atlantic Technology Centre,CAN,,46.237059,-63.128085,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006331,,"Cologix, Inc.",CAN,,43.644632,-79.384228,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006394,,Hamilton Utilities Corporation,CAN,,43.256675,-79.870104,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006428,,Internet Light and Power Inc.,CAN,,43.76388,-79.40133,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006445,,Waterloo Intuition & Technology Corporation,CAN,,43.480226,-80.551235,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006517,,ThinkTel Communications Ltd.,CAN,,53.544091,-113.494181,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006555,,Coloware,CAN,,43.644672,-79.384128,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006642,,Internetworking Atlantic Inc.,CAN,,44.644573,-63.579649,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006648,,VDC Virtual Data Corp.,CAN,,52.142492,-106.625086,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006649,,VDC Virtual Data Corp.,CAN,,50.415184,-104.590244,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006670,,Aptum Technologies,CAN,,45.445916,-73.869218,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006672,,Aptum Technologies,CAN,,45.502357,-73.565488,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006719,,"Cogent Communications, Inc.",CAN,,43.76961,-79.330905,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006720,,"Cogent Communications, Inc.",CAN,,43.666084,-79.591158,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006786,,DataCity,CAN,,43.48164,-80.540546,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006802,,Arrow Group Inc,CAN,,51.087137,-113.996727,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006803,,Saskatchewan Telecommunications,CAN,,52.193835,-106.655416,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006808,,"Equinix, Inc.",CAN,,45.488966,-73.745578,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006809,,"Equinix, Inc.",CAN,,49.260409,-123.01094,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006810,,"Equinix, Inc.",CAN,,45.292567,-66.099191,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006811,,"Equinix, Inc.",CAN,,51.045517,-114.069297,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006812,,"Equinix, Inc.",CAN,,51.048066,-114.009688,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006823,,eStruxture Data Centers Inc.,CAN,,49.254309,-122.99724,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006852,,DNSnetworks Corporation,CAN,,45.340247,-75.910181,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006853,,DNSnetworks Corporation,CAN,,45.336188,-75.797212,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:006906,,LES.NET (1996) INC,CAN,,49.894493,-97.135586,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000147,,Green Datacenter AG,CHE,,47.40362,8.437889,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000236,,NorthC Schweiz AG,CHE,,47.155705,7.279169,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000241,,Digital Realty,CHE,,47.432702,8.557273,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:000300,,Green Datacenter AG,CHE,,47.481111,8.4625,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:001266,,Green Datacenter AG,CHE,,47.446496,8.211035,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:001426,,Swisscom Savoie,CHE,,46.52049,6.623485,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:001457,,NTT DATA's Global Data Centers division,CHE,,47.45009,8.539895,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:001463,,BrainServe SA,CHE,,46.544786,6.57446,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:001504,,Organisation und Informatik der Stadt Zürich,CHE,,47.3775332,8.4948828,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:001680,,"Equinix, Inc.",CHE,,47.405667,8.46174,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:001740,,,CHE,,47.3929581,8.4996514,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
dc_seed_group_v2:001767,,Rechenzentrum Ostschweiz  AG,CHE,,47.357522,9.447772,,,operational_or_public_baseline_unspecified,False,global_datacenter_facility_seed_location_locked_public_baseline_v2_20260627
