iso3,country,n_draws,token_origin_demand_p05,token_origin_demand_p50,token_origin_demand_p95,compute_execution_received_p05,compute_execution_received_p50,compute_execution_received_p95,displacement_index_p05,displacement_index_p50,displacement_index_p95,outsourcing_ratio_p05,outsourcing_ratio_p50,outsourcing_ratio_p95,electricity_twh_p05,electricity_twh_p50,electricity_twh_p95,direct_co2_mt_p05,direct_co2_mt_p50,direct_co2_mt_p95,role_envelope,claim_boundary
DOM,Dominican Republic,1000,0.0004487636573247,0.0010124572770939,0.0021534579413252,0.0,0.0,0.0,-0.0021534579413252,-0.0010124572770939,-0.0004487636573247,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
DZA,Algeria,1000,0.0034645156001412,0.0054191288124459,0.0086873886357985,0.0,0.0,0.0,-0.0086873886357985,-0.0054191288124459,-0.0034645156001412,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
ECU,Ecuador,1000,0.0019091922847105,0.0031981417705426,0.0053120395429589,0.0,0.0,0.0,-0.0053120395429589,-0.0031981417705426,-0.0019091922847105,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
EGY,"Egypt, Arab Rep.",1000,0.0067772234459261,0.0104925499858495,0.0161167895117811,0.0,0.0,0.0,-0.0161167895117811,-0.0104925499858495,-0.0067772234459261,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
ESP,Spain,1000,0.0085429803383505,0.0130766690077274,0.0202510633665254,0.0122330950618599,0.0201630902955498,0.032205872831,-0.0038451027126015,0.006875162891094,0.0198741894201331,0.9479150144311352,0.9687603215896812,0.9816922798281552,0.4240821795439805,0.901171617339563,1.993595012490774,0.0614640035642931,0.136788587602546,0.3059673912572974,uncertain_or_near_balanced,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
EST,Estonia,1000,0.0002239026984304,0.0005040835536502,0.0010523579973916,0.0,0.0,0.0,-0.0010523579973916,-0.0005040835536502,-0.0002239026984304,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
FIN,Finland,1000,0.0007249277016547,0.0016244956918134,0.0034151930964078,0.0106664941845151,0.0176128141754453,0.028814575940483,0.0088196010261768,0.0160357915586635,0.0267203801257732,0.9501531146340806,0.970312304295879,0.9826533560648238,0.3562213136675739,0.8092997138916064,1.661785469268651,0.0203183251895222,0.046933591907919,0.0984388738260124,compute_importer_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
FJI,Fiji,1000,3.800597965394951e-05,7.67922443270878e-05,0.0001644721473178,0.0,0.0,0.0,-0.0001644721473178,-7.67922443270878e-05,-3.800597965394951e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
FRA,France,1000,0.0117111657833876,0.0193175821418538,0.0296538838884815,0.0504879045127531,0.0810289123853162,0.1279322584461268,0.0293985250872944,0.0608620403431256,0.1084632817476351,0.7106906666642645,0.8135766460243282,0.8884854072356033,1.7469455152563476,3.650223887000593,7.434949630557583,0.0689767639796772,0.1482296321757799,0.3168124847853005,compute_importer_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
GAB,Gabon,1000,7.040187858674394e-05,0.0001546817484168,0.0003151033304687,0.0,0.0,0.0,-0.0003151033304687,-0.0001546817484168,-7.040187858674394e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
GBR,United Kingdom,1000,0.0208158533778399,0.0283220119782939,0.0383169946976555,0.019573337595076,0.0303138578837663,0.0490762438484292,-0.0126511215809119,0.0028191576760882,0.0223062854927441,0.8301160644697402,0.9042840573928114,0.94678735100549,0.6744244398709092,1.3858953578960458,2.953972345456205,0.1408114692699081,0.2936736391973841,0.6286915264584477,uncertain_or_near_balanced,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
GEO,Georgia,1000,0.0003218442251283,0.000650624734214,0.0014896473074315,0.0,0.0,0.0,-0.0014896473074315,-0.000650624734214,-0.0003218442251283,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
GHA,Ghana,1000,0.0012007691472591,0.0025708101452485,0.0056221472179032,0.0,0.0,0.0,-0.0056221472179032,-0.0025708101452485,-0.0012007691472591,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
GIB,Gibraltar,1000,3.659413771679831e-06,7.957552707404802e-06,1.7644469624503252e-05,0.0,0.0,0.0,-1.764446962450326e-05,-7.957552707404802e-06,-3.6594137716798313e-06,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
GIN,Guinea,1000,0.0001595160402789,0.0003223817175199,0.0006577620300178,0.0,0.0,0.0,-0.0006577620300178,-0.0003223817175199,-0.0001595160402789,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
GMB,"Gambia, The",1000,3.9852844818549045e-05,8.335310062341636e-05,0.0001830028328906,0.0,0.0,0.0,-0.0001830028328906,-8.335310062341636e-05,-3.9852844818549045e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
GRC,Greece,1000,0.0007449832628003,0.0016065551394836,0.0034270286653121,0.0,0.0,0.0,-0.0034270286653121,-0.0016065551394836,-0.0007449832628003,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
GRD,Grenada,1000,4.2054108416606334e-06,8.79403771675725e-06,1.877298164919465e-05,0.0,0.0,0.0,-1.877298164919465e-05,-8.79403771675725e-06,-4.205410841660634e-06,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
GTM,Guatemala,1000,0.0004118636815182,0.0009470377102967,0.002133795478557,0.0,0.0,0.0,-0.002133795478557,-0.0009470377102967,-0.0004118636815182,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
GUM,Guam,1000,6.37547530531994e-06,1.4024266400025015e-05,3.109017417949388e-05,0.0,0.0,0.0,-3.109017417949388e-05,-1.4024266400025015e-05,-6.375475305319942e-06,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
GUY,Guyana,1000,2.6883726131201344e-05,5.843543496967594e-05,0.000123537663583,0.0,0.0,0.0,-0.000123537663583,-5.843543496967594e-05,-2.6883726131201344e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
HKG,Hong Kong,1000,0.0019480741025633,0.0045158981599227,0.0086516567890989,0.0062037407582284,0.0100269776719339,0.0162739511419891,-0.0004848550297139,0.0055155926487995,0.0117917037488642,0.9552448773218633,0.9741598567311088,0.9851718266859048,0.2114238166389481,0.4553440572066456,1.0091269275379788,0.1361734031000718,0.3021739894920465,0.7010043362063985,uncertain_or_near_balanced,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
HND,Honduras,1000,0.0002147097340464,0.0004954252098198,0.0011235301522268,0.0,0.0,0.0,-0.0011235301522268,-0.0004954252098198,-0.0002147097340464,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
HRV,Croatia,1000,0.0003386690898982,0.0006955119863843,0.0015446282562024,0.0,0.0,0.0,-0.0015446282562024,-0.0006955119863843,-0.0003386690898982,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
HTI,Haiti,1000,0.0001927010728401,0.0003867664910171,0.0008389517063621,0.0,0.0,0.0,-0.0008389517063621,-0.0003867664910171,-0.0001927010728401,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
HUN,Hungary,1000,0.0006582899457347,0.001448258131693,0.0031584350019361,0.0,0.0,0.0,-0.0031584350019361,-0.001448258131693,-0.0006582899457347,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
IDN,Indonesia,1000,0.0175333304890852,0.0271053316316674,0.0425934979988392,0.0079067249626283,0.0128843709418625,0.0214076970762526,-0.0301137905447566,-0.0140114514857604,-0.0012988109896892,0.9351545651724872,0.9636832010173576,0.97931551969979,0.2638228153252135,0.5853953407264121,1.2244056174242108,0.1726950514709925,0.3876628620215325,0.8624520438973372,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
IMN,Isle of Man,1000,9.29834562961716e-06,2.000958767339744e-05,4.166256816136209e-05,0.0,0.0,0.0,-4.1662568161362096e-05,-2.000958767339744e-05,-9.298345629617162e-06,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
IND,India,1000,0.0965689018423554,0.1338984084747702,0.1793922424634509,0.0245362696728791,0.0405882044337662,0.0660038926160346,-0.1401204590449146,-0.09061975829316,-0.0471000230376495,0.7568350170918909,0.866972429301313,0.9248862889529578,0.8819621988700977,1.8501172189851247,3.794612553397264,0.5772035823533731,1.2114784845809683,2.6576047700212606,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
IRL,Ireland,1000,0.0052707614840585,0.0115166017795309,0.0241640009220598,0.0188170972399462,0.0294183581828447,0.0486375807848974,0.0013571725243729,0.0175205034738965,0.0370564187742821,0.892592852805887,0.9354019654252098,0.9615735624052528,0.6085354192005403,1.3097870104693712,2.894373550513446,0.1582745333064427,0.3331197442524619,0.7335942239657871,compute_importer_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
IRN,"Iran, Islamic Rep.",1000,0.0010212251598803,0.002290282443809,0.0044479342919883,0.0,0.0,0.0,-0.0044479342919883,-0.002290282443809,-0.0010212251598803,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
IRQ,Iraq,1000,0.0012629472048537,0.002689442323442,0.0060388824068333,0.0,0.0,0.0,-0.0060388824068333,-0.002689442323442,-0.0012629472048537,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
ISL,Iceland,1000,5.092580214142665e-05,0.0001101494657643,0.0002260224026894,0.0,0.0,0.0,-0.0002260224026894,-0.0001101494657643,-5.092580214142665e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
ISR,Israel,1000,0.0041521030596687,0.006496119449756,0.0099383305544272,0.0092162766412929,0.0150519560179549,0.0259274249169931,0.0017605347982627,0.008557824903645,0.0195318174770063,0.9349909864126376,0.9644710660008824,0.980375333516079,0.3186202901539743,0.6751802978410825,1.475944913871467,0.1563153317722414,0.3371965622418124,0.7370248462013786,compute_importer_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
ITA,Italy,1000,0.0082962898599814,0.0132882731873405,0.0205427367539983,0.013323284887414,0.0216326548393817,0.0352683105278088,-0.0027669185965679,0.0080462411157005,0.0234072676706937,0.9368547374839556,0.9634376929893016,0.9779238142743384,0.459129832157294,0.9805074559959898,2.0580880230066483,0.1283004984279188,0.2760692826084442,0.6045008071490598,uncertain_or_near_balanced,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
JAM,Jamaica,1000,0.0001192618915974,0.0002678551909066,0.0005505723474069,0.0,0.0,0.0,-0.0005505723474069,-0.0002678551909066,-0.0001192618915974,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
JOR,Jordan,1000,0.0004864861030559,0.0010114693332819,0.0022125073377633,0.0,0.0,0.0,-0.0022125073377633,-0.0010114693332819,-0.0004864861030559,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
JPN,Japan,1000,0.0168079141977495,0.0227233874099562,0.0317098359722594,0.0144322863310287,0.023723879032881,0.0386709098457214,-0.0116973693750356,0.0008167313886313,0.0166295470526639,0.7891816997146346,0.8844679529859171,0.9389334077366972,0.5215375263410915,1.0691791257577123,2.2435138922322517,0.2362786538285771,0.5085906067993894,1.0745810269281892,uncertain_or_near_balanced,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
KAZ,Kazakhstan,1000,0.0020420907893377,0.0032999410482964,0.0053313267376242,0.0,0.0,0.0,-0.0053313267376242,-0.0032999410482964,-0.0020420907893377,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
KEN,Kenya,1000,0.002891701273113,0.0044640914519961,0.0067855279908328,0.0,0.0,0.0,-0.0067855279908328,-0.0044640914519961,-0.002891701273113,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
KGZ,Kyrgyz Republic,1000,0.0002282989232844,0.0004919087193136,0.0010397227005349,0.0,0.0,0.0,-0.0010397227005349,-0.0004919087193136,-0.0002282989232844,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
KHM,Cambodia,1000,0.0004603005957415,0.0010234096012487,0.0021686414555297,0.0,0.0,0.0,-0.0021686414555297,-0.0010234096012487,-0.0004603005957415,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
KOR,South Korea,1000,0.0172065152562416,0.0229506560390139,0.0316417145757815,0.0134739616255142,0.0221426799331335,0.0355390547674372,-0.013550855679729,-0.0007790628986437,0.0145301780577209,0.8040598048946519,0.8971031596455399,0.9463492588494948,0.468458352314694,0.9819302210375398,2.079939171816443,0.1887117684726576,0.4125340177507645,0.9095167943138512,uncertain_or_near_balanced,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
KWT,Kuwait,1000,0.0002639848803397,0.0006297373304968,0.0013562428215739,0.0,0.0,0.0,-0.0013562428215739,-0.0006297373304968,-0.0002639848803397,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
LAO,Lao PDR,1000,0.0001626593563503,0.0003566167053984,0.0007334815796642,0.0,0.0,0.0,-0.0007334815796642,-0.0003566167053984,-0.0001626593563503,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
LBN,Lebanon,1000,0.0002589274617452,0.0005417146432845,0.0011401312311161,0.0,0.0,0.0,-0.0011401312311161,-0.0005417146432845,-0.0002589274617452,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
LBR,Liberia,1000,5.678085651006271e-05,0.0001234152284645,0.0002697895995996,0.0,0.0,0.0,-0.0002697895995996,-0.0001234152284645,-5.678085651006272e-05,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,token_exporter_candidate,"Monte Carlo uncertainty envelope for modeled token execution flows. The envelope samples public-demand proxy weights, compute-capacity priors, routing-cost weights, entropic-routing temperature, total electricity scaling and carbon-intensity multipliers. It is not an observed provider-routing confidence interval, not measured token OD, not measured electricity procurement, and it is not a reconstruction of private provider routing or measured facility load."
